paper_id,paper_title,paper_doi,self_citation,parent_id,parent_title,parent_doi
1219,"Large Scale, Collaborative, Invasive Species Planning and Visualisation Tool",10.1145/2636240.2636865,False,1221,SCIRun: a scientific programming environment for computational steering,10.1145/224170.224354
1219,"Large Scale, Collaborative, Invasive Species Planning and Visualisation Tool",10.1145/2636240.2636865,False,1222,Geological Visualisation with Augmented Reality,10.1109/NBiS.2012.199
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1224,Understanding Multi-touch Manipulation for Surface Computing,10.1007/978-3-642-03658-3_31
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1225,"Direct manipulation for comprehensible, predictable and controllable user interfaces",10.1145/238218.238281
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1226,Social itinerary recommendation from user-generated digital trails,10.1007/s00779-011-0419-8
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1227,Testing a walkthrough methodology for theory-based design of walk-up-and-use interfaces,10.1145/97243.97279
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1228,A browsing interface for exploring constraints in visualization rules,
1223,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,10.1145/2636240.2636868,False,1229,"Tangible bits: towards seamless interfaces between people, bits and atoms",10.1145/258549.258715
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1230,MAD skills: new analysis practices for big data,10.14778/1687553.1687576
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1231,Interactive Dynamics for Visual Analysis,10.1145/2133416.2146416
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1232,Toward effective insight management in visual analytics systems,10.1109/PACIFICVIS.2009.4906837
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1233,Development of an Open-Source Toolbox for the Analysis and Visualization of Remotely Sensed Time Series.,10.3138/carto.46.4.227
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1234,Visual analytics and human-computer interaction,10.1145/1897239.1897249
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1235,Interactive Visualization - A Survey,10.1007/978-3-642-00437-7_2
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1236,The Value of Information Visualization,10.1007/978-3-540-70956-5_1
892,Metaphors in Interactive Visual Analytics.,10.1145/2636240.2636866,False,1237,Visualization of Multi-Variate Scientific Data,10.1111/j.1467-8659.2009.01429.x
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1239,CAT: A Hierarchical Image Browser Using a Rectangle Packing Technique,10.1109/IV.2008.8
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1240,Semantic Image Browser: Bridging Information Visualization with Automated Intelligent Image Analysis,10.1109/VAST.2006.261425
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1241,Hierarchical data visualization using a fast rectangle-packing algorithm.,10.1109/TVCG.2004.1272729
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1242,Fast techniques for mosaic rendering,10.2312/COMPAESTH/COMPAESTH05/029-039
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1243,Automatic selection of representative photo and smart thumbnailing using near-duplicate detection,10.1145/1459359.1459498
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1244,PhotoMesa: a zoomable image browser using quantum treemaps and bubblemaps,10.1145/502348.502359
1238,Photomosaic Generation for Photograph Collection Browsing,10.1145/2636240.2636861,False,1245,Personalized photograph ranking and selection system,10.1145/1873951.1873963
1246,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,10.1145/2636240.2636867,False,1247,Superresolution of License Plates in Real Traffic Videos,10.1109/TITS.2007.895291
1246,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,10.1145/2636240.2636867,False,1248,Extension of phase correlation to subpixel registration.,10.1109/83.988953
1246,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,10.1145/2636240.2636867,False,1249,Blind deconvolution using a normalized sparsity measure,10.1109/CVPR.2011.5995521
1246,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,10.1145/2636240.2636867,False,1250,A Bayesian approach to adaptive video super resolution,10.1109/CVPR.2011.5995614
1246,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,10.1145/2636240.2636867,False,1251,Super resolution combination methods for CCTV forensic interpretation.,10.1109/ISDA.2012.6416649
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1253,HumanEva: Synchronized Video and Motion Capture Dataset and Baseline Algorithm for Evaluation of Articulated Human Motion,10.1007/s11263-009-0273-6
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1254,Sequential particle swarm optimization for visual tracking,10.1109/CVPR.2008.4587512
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1255,Recovering 3D human pose from monocular images.,10.1109/ISSPA.2012.6310523
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1256,Bayesian Reconstruction of 3D Human Motion from Single-Camera Video.,
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1257,CONDENSATION - Conditional Density Propagation for Visual Tracking,10.1023/A:1008078328650
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1258,Generative tracking of 3D human motion by hierarchical annealed genetic algorithm,10.1016/j.patcog.2008.01.004
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1259,Markerless human articulated tracking using hierarchical particle swarm optimisation,10.1016/j.imavis.2010.03.008
1252,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,10.1145/2636240.2636870,False,1260,Recovering 3D human body configurations using shape contexts,10.1109/TPAMI.2006.149
1261,Data Visualisation Trends in Mobile Augmented Reality Applications,10.1145/2636240.2636864,False,1262,Interactive Context-Aware Visualization for Mobile Devices,10.1007/978-3-642-02115-2_14
1261,Data Visualisation Trends in Mobile Augmented Reality Applications,10.1145/2636240.2636864,False,1263,Designing mobile augmented reality,10.1145/2493190.2499472
1261,Data Visualisation Trends in Mobile Augmented Reality Applications,10.1145/2636240.2636864,False,1264,Evaluation of Mobile Augmented Reality Applications for Tourism Destinations,10.1007/978-3-7091-1142-0_23
1265,Design of a Tangible Data Visualization,10.1145/2636240.2636869,False,1266,A taxonomy for and analysis of tangible interfaces,10.1007/s00779-004-0297-4
1265,Design of a Tangible Data Visualization,10.1145/2636240.2636869,False,1267,Why Not Make Interfaces Better than 3D Reality?,10.1109/MCG.2003.1242376
1265,Design of a Tangible Data Visualization,10.1145/2636240.2636869,False,1268,"Democratizing technology: pleasure, utility and expressiveness in DIY and maker practice",10.1145/2470654.2481360
1265,Design of a Tangible Data Visualization,10.1145/2636240.2636869,False,1269,Beyond the Tyranny of the Pixel: Exploring the Physicality of Information Visualization,10.1109/IV.2008.84
1270,Facial Expression Generation in 3D Space,10.1145/2636240.2636876,False,1271,Expressive expression mapping with ratio images,10.1145/383259.383289
1274,A Feature Point Based Approach for Pose Variant Face Recognition,10.1145/2636240.2636875,False,1275,A mosaicing scheme for pose-invariant face recognition.,10.1109/TSMCB.2007.903537
1276,Semantic Human Activity Detection in Videos,10.1145/2636240.2636874,False,1277,Flame recognition in video,10.1016/S0167-8655(01)00135-0
1276,Semantic Human Activity Detection in Videos,10.1145/2636240.2636874,False,1278,Histograms of Oriented Gradients for Human Detection,10.1109/CVPR.2005.177
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1281,The cube: a very large-scale interactive engagement space,10.1145/2512349.2512814
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1282,A Canonical Representation of Data-Linear Visualization Algorithms.,
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1283,Show me: automatic presentation for visual analysis.,10.1109/TVCG.2007.70594
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1284,The reacTable: a tangible tabletop musical instrument and collaborative workbench,10.1145/1179849.1179963
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1285,Common sense community: scaffolding mobile sensing and analysis for novice users,10.1007/978-3-642-12654-3_18
1280,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,10.1145/2636240.2636873,False,1286,"Polaris: A System for Query, Analysis, and Visualization of Multidimensional Relational Databases",10.1109/2945.981851
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1288,The LEMO annotation framework: weaving multimedia annotations with the web,10.1007/s00799-009-0050-8
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1289,PaperPoint: a paper-based presentation and interactive paper prototyping tool,10.1145/1226969.1226981
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1290,Lumino: tangible blocks for tabletop computers based on glass fiber bundles,10.1145/1753326.1753500
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1291,Supporting Collaborative Learning Activities with a Digital Library and Annotations,10.1007/978-3-642-03115-1_37
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1292,Tangible interfaces for interactive multimedia presentations,10.1155/2008/982947
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1293,Information encoding with two-dimensional bar codes,10.1109/2.153254
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1294,An Architecture for Open Cross-Media Annotation Services,10.1007/978-3-642-04409-0_39
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1295,Managing groups and group annotations in MADCOW,10.1007/978-3-642-12038-1_13
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1296,From Implicit to Touching Interaction by Identification Technologies: Towards Tagging Context,10.1007/978-3-642-02577-8_45
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1297,"People, places, things: web presence for the real world",10.1023/A:1016591616731
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1298,The Internet of Things: A survey,10.1016/j.comnet.2010.05.010
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1299,Design flexibility in seamless coded pattern for localization,10.1145/1315184.1315229
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1300,"Interacting with the SOA-Based Internet of Things: Discovery, Query, Selection, and On-Demand Provisioning of Web Services",10.1109/TSC.2010.3
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1301,A Framework for Collaborative Learning in Dynamic Group Environments,10.4018/jdet.2009010104
1287,Constructing collaborative services through augmented documents and objects,10.1145/2493102.2493103,False,1302,MADCOW: a multimedia digital annotation system,10.1145/989863.989870
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1304,Interaction spaces in data and information visualization,10.2312/VisSym/VisSym04/137-146
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1305,Low-Level Components of Analytic Activity in Information Visualization,10.1109/INFOVIS.2005.24
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1306,On the semantics of interactive visualizations,10.1109/INFVIS.1996.559213
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1307,The science of interaction,10.1057/ivs.2009.22
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1308,Analytic provenance: process+interaction+insight,10.1145/1979742.1979570
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1309,Navigating Clustered Graphs Using Force-Directed Methods,
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1310,Software design patterns for information visualization.,10.1109/TVCG.2006.178
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1311,Information Visualization and Visual Data Mining,10.1109/2945.981847
1303,Multilevel interaction model for hierarchical tasks in information visualization,10.1145/2493102.2493104,False,1312,"Mental models, visual reasoning and interaction in information visualization: a top-down perspective.",10.1109/TVCG.2010.177
1313,Visually modelling data intensive web applications to assist end-user development,10.1145/2493102.2493105,False,1314,Programmatic semantics for natural language interfaces,10.1145/1056808.1056975
1313,Visually modelling data intensive web applications to assist end-user development,10.1145/2493102.2493105,False,1315,A transformational approach to produce web application prototypes from a web requirements model,10.1504/IJWET.2007.011526
1313,Visually modelling data intensive web applications to assist end-user development,10.1145/2493102.2493105,False,1316,Requirements engineering for web applications: a comparative study,
1313,Visually modelling data intensive web applications to assist end-user development,10.1145/2493102.2493105,False,1317,Developing Mashup Tools for End-Users: On the Importance of the Application Domain.,
1318,A microstructure evolution visualization method based on neutrosophic set theory and cellular automaton technique,10.1145/2493102.2493106,False,1319,An introductory review of cellular automata modeling of moving grain boundaries in polycrystalline materials,10.1016/j.matcom.2009.02.011
1318,A microstructure evolution visualization method based on neutrosophic set theory and cellular automaton technique,10.1145/2493102.2493106,False,1320,A neutrosophic approach to image segmentation based on watershed method,10.1016/j.sigpro.2009.10.021
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1322,Pattern-aware shape deformation using sliding dockers,10.1145/2024156.2024157
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1323,A survey on geometrical reconstruction as a core technology to sketch-based modeling,10.1016/j.cag.2005.09.007
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1324,Procedural modeling of buildings,10.1145/1179352.1141931
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1325,Technical Section: Sketch-based modeling: A survey,10.1016/j.cag.2008.09.013
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1326,Design-driven quadrangulation of closed 3D curves,10.1145/2366145.2366197
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1327,Procedural modeling of cities,10.1145/383259.383292
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1328,Data-driven suggestions for creativity support in 3D modeling,10.1145/1866158.1866205
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1329,Free-Form Deformation of Solid Geometric Models,10.1145/15922.15903
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1330,Metropolis procedural modeling,10.1145/1944846.1944851
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1331,Probabilistic reasoning for assembly-based 3D modeling,10.1145/1964921.1964930
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1332,Model Synthesis: A General Procedural Modeling Algorithm,10.1109/TVCG.2010.112
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1333,Modeling by example,10.1145/1186562.1015775
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1334,A connection between partial symmetry and inverse procedural modeling,10.1145/1778765.1778841
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1335,Mutable elastic models for sculpting structured shapes.,10.1111/cgf.12022
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1336,Continuous model synthesis,10.1145/1457515.1409111
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1337,A survey of sketch-based 3-D modeling techniques,10.1016/j.intcom.2009.05.004
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1338,Structure-preserving retargeting of irregular 3D architecture,10.1145/2024156.2024217
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1339,Example-based model synthesis,10.1145/1230100.1230119
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1340,The Mesquite Mesh Quality Improvement Toolkit,
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1341,Fit and diverse: set evolution for inspiring 3D shape galleries,10.1145/2185520.2185553
1321,Intent-driven model synthesis,10.1145/2493102.2493107,False,1342,An algebraic model for parameterized shape editing,10.1145/2185520.2185574
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1344,Visual Analysis of Large Graphs,
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1345,Gesundheit! Modeling Contagion through Facebook News Feed,
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1346,Modeling and Visualizing Information Propagation in a Micro-blogging Platform,10.1109/ASONAM.2011.37
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1347,"What is Twitter, a social network or a news media?",10.1145/1772690.1772751
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1348,Dynamic graph drawing of sequences of orthogonal and hierarchical graphs,10.1007/978-3-540-31843-9_24
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1349,Conversational Shadows: Describing Live Media Events Using Short Messages,
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1350,Characterizing debate performance via aggregated twitter sentiment,10.1145/1753326.1753504
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1351,Earthquake shakes Twitter users: real-time event detection by social sensors,10.1145/1772690.1772777
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1352,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,10.1109/VAST.2009.5332628
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1353,Parallel coordinates: a tool for visualizing multi-dimensional geometry,10.1109/VISUAL.1990.146402
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1354,Social features of online networks: the strength of weak ties in online social media,
1343,Visual analysis of retweeting propagation network in a microblogging platform,10.1145/2493102.2493108,False,1355,Twitter power: Tweets as electronic word of mouth,10.1002/asi.v60:11
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1357,Modified RELT for Display and Navigation of Large Hierarchy on Handheld Touch-Screen Devices,10.1109/ICIS.2012.73
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1358,The Design Space of Implicit Hierarchy Visualization: A Survey,10.1109/TVCG.2010.79
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1359,Using designers effort for user interface evaluation,10.1109/ICSMC.2009.5346725
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1360,RELT: visualizing trees on mobile devices,10.1007/978-3-540-76414-4_34
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1361,Visualizing Graphs - A Generalized View,10.1109/IV.2006.130
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1362,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",10.1109/INFVIS.2000.885091
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1363,InterRing: An Interactive Tool for Visually Navigating and Manipulating Hierarchical Structures,10.1109/INFVIS.2002.1173151
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1364,Dynamic Aggregation with Circular Visual Designs,10.1109/INFVIS.1998.729557
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1365,Does animation in user interfaces improve decision making?,10.1145/238386.238396
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1366,Architectures to make simple visualisations using simple systems,10.1145/345513.345250
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1367,Managing Hierarchical Information on Small Screens,10.1007/978-3-642-00672-2_38
1356,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,10.1145/2493102.2493109,False,1368,Usability testing with total-effort metrics,10.1109/ESEM.2009.5316022
1369,Time-space varying visual analysis of micro-blog sentiment,10.1145/2493102.2493110,False,1370,"Topic-wise, Sentiment-wise, or Otherwise? Identifying the Hidden Dimension for Unsupervised Text Classification.",
1369,Time-space varying visual analysis of micro-blog sentiment,10.1145/2493102.2493110,False,1371,A new ANEW: Evaluation of a word list for sentiment analysis in microblogs,
1372,Culture influence on aesthetic perception of Chinese and western paintings: evidence from eye movement patterns,10.1145/2493102.2493111,False,1373,Relevance of a feed-forward model of visual attention for goal-oriented and free-viewing tasks.,10.1109/TIP.2010.2052262
1374,Visualizing large trees with divide & conquer partition,10.1145/2493102.2493112,False,1375,Space-optimized tree: a connection+enclosure approach for the visualization of large hierarchies,10.1057/palgrave.ivs.9500031
1374,Visualizing large trees with divide & conquer partition,10.1145/2493102.2493112,False,1376,Highlighting in Information Visualization: A Survey,10.1109/IV.2010.21
