e1,e2,value
hong kong university of science and technology,Information System Sina Technology,1
hong kong university of science and technology,Tsinghua University,1
Information System Sina Technology,Tsinghua University,1
university of technology,Western Sydney University,1
university of salerno,university of rome,1
university of salerno,university of brighton,1
university of rome,university of brighton,1
university of lille,university françois rabelais of tours,1
loughborough university,aston university,1
winthrop university,university college london,1
winthrop university,Institute of Design,1
university college london,Institute of Design,1
Micron Technology Incorporated,university of san francisco,1
Micron Technology Incorporated,boise state university,1
university of san francisco,boise state university,1
university of technology,western sydney university,1
tianjin university,western sydney university,1
university of tokyo,university of tsukuba,1
hong kong university of science and technology,Shenzhen University,1
university of salerno,university of western sydney,1
university of salerno,australian catholic university,1
university of western sydney,australian catholic university,1
university of alberta,kansas state university,1
university of alberta,western sydney university,1
university of alberta,university of british columbia,1
university of alberta,central queensland university,1
kansas state university,western sydney university,1
kansas state university,university of british columbia,1
kansas state university,central queensland university,1
western sydney university,university of british columbia,1
western sydney university,central queensland university,1
university of british columbia,central queensland university,1
Technology National Institute of Technology Karnataka,National Institute of Technology Karnataka,1
university of brighton,university of kent,2
university of tasmania,CSIRO,1
CSIRO Computational Informatics,the university of sydney,1
university of colombo,monash university,3
monash university malaysia,university of colombo,1
Shiseido Research Center,ochanomizu university,1
Aichi Institute of Technology,Toba National College of Maritime Technology,1
Aichi Institute of Technology,university of tsukuba,1
Aichi Institute of Technology,aichi university of education,1
Toba National College of Maritime Technology,university of tsukuba,1
Toba National College of Maritime Technology,aichi university of education,1
university of tsukuba,aichi university of education,1
monash university,the university of sydney,1
St Vincent's Private Hospital,university of new south wales,1
St Vincent's Private Hospital,St Vincent's Hospital,1
university of new south wales,St Vincent's Hospital,1
Universiti Teknologi Malaysia,university of canterbury,1
university of chinese academy of sciences,State Key Laboratory of Computer Science,1
university of texas,nankai university,1
Gakushuin University,gakushuin university,2
Gakushuin University,school of commerce senshu university,1
gakushuin university,school of commerce senshu university,1
the university of sydney,ochanomizu university,1
Centre les Capucins,tokyo university of science,1
Centre les Capucins,Laboratoire Angevin de Recherche en Ingénierie des Systèmes,1
tokyo university of science,Laboratoire Angevin de Recherche en Ingénierie des Systèmes,1
Chang Gung Memorial Hospital,chang gung university,1
Gakushuin University,senshu university,1
gakushuin university,senshu university,1
oklahoma state university,university of illinois,1
Arizona State University,Central South University,1
university of buenos aires,CONICET and U,1
university of buenos aires,Virginia Tech Blacksburg,1
university of buenos aires,VRVis Research Center,1
university of buenos aires,university of maryland,1
CONICET and U,Virginia Tech Blacksburg,1
CONICET and U,VRVis Research Center,1
CONICET and U,university of maryland,1
Virginia Tech Blacksburg,VRVis Research Center,1
Virginia Tech Blacksburg,university of maryland,1
VRVis Research Center,university of maryland,1
university of tokyo,keio university,1
university of tokyo,university of aizu,1
keio university,university of aizu,1
western sydney university,J Craig Venter Institute,1
J Craig Venter Institute,university of technology,1
washington university,oregon state university,1
washington university,university of north texas,1
washington university,Rochester Institute of Technology,1
oregon state university,university of north texas,1
oregon state university,Rochester Institute of Technology,1
university of north texas,Rochester Institute of Technology,1
university of melbourne,university of macau,2
zhejiang university,zhejiang university of technology,1
zhejiang university,changsha university of science and technology,1
zhejiang university,stony brook university,1
zhejiang university of technology,changsha university of science and technology,1
zhejiang university of technology,stony brook university,1
changsha university of science and technology,stony brook university,1
technical university of germany,Fraunhofer IGD,1
Baidu Inc,hohai university,1
zhejiang university,university of californiadavis,1
BYU Hawaii,brigham young university,1
tianjin university,John Paul II High School,1
tianjin university,Highland Park High School,1
John Paul II High School,Highland Park High School,1
purdue university,indiana university,1
Technische Universität Dresden,SAP SE,1
central south university,Enterprise Security Group,1
central south university,beijing technology and business university,1
Enterprise Security Group,beijing technology and business university,1
Yonsei University,Sejong University,1
Fraunhofer Institute for Solar Energy Systems ISE,university of stuttgart,1
university of helsinki,Aalto University,1
university of tsukuba,Fujitsu Laboratories Ltd,1
king mongkuts university of technology thonburi,university of toronto,1
university of texas,Beijing Film Academy,1
university of texas,Chinese Academy of Sciences,1
Beijing Film Academy,Chinese Academy of Sciences,1
tianjin university,China Automotive Technology and Research Center,1
ajou university,seoul national university,1
Agoda Services Co,king mongkuts university of technology thonburi,1
university of toronto,KMUTT,1
Universitá di Padova,university of helsinki,1
zhejiang university,university of texas,1
Technische Universität Dresden,Mercateo AG,1
Technische Universität Dresden,Chemmedia AG,1
Technische Universität Dresden,deecoob Technology GmbH,1
Mercateo AG,Chemmedia AG,1
Mercateo AG,deecoob Technology GmbH,1
Chemmedia AG,deecoob Technology GmbH,1
University of Cambridge,university of brighton,1
