paper_id,paper_name,author_id,author_name
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,99659915914,Shuai  Zhang
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,81452604154,Yao  Zheng
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,99659916273,Marco  Schmid
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,99659915055,Rahel  Haymoz
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,99659916017,David  Schiller
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,81331488994,Michael  Burch
10.1145/3430036.3430041,Survey of treemap layout algorithms,99659051346,Willy  Scheibel
10.1145/3430036.3430041,Survey of treemap layout algorithms,82458918757,Daniel Limberger
10.1145/3430036.3430041,Survey of treemap layout algorithms,81100019985,Jürgen  Döllner
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,99659638986,Carolin  Fiedler
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,99659051346,Willy  Scheibel
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,82458918757,Daniel Limberger
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,81375606710,Matthias  Trapp
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,81100019985,Jürgen  Döllner
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,81331488994,Michael  Burch
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,81100431196,Huub M M van de Wetering
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,99659653162,Nico  Klaassen
10.1145/3356422.3356433,Visual Analytics of Urban Transportation from a Bike-Sharing and Taxi Perspective,99659483556,Haoran  Dai
10.1145/3356422.3356433,Visual Analytics of Urban Transportation from a Bike-Sharing and Taxi Perspective,81421599679,Yubo  Tao
10.1145/3356422.3356433,Visual Analytics of Urban Transportation from a Bike-Sharing and Taxi Perspective,81408600175,Hai  Lin
10.1145/3356422.3356440,Revealing Travel Patterns from Dockless Bike-sharing Data Based on Tensor Decomposition,99659483577,Hao  Tang
10.1145/3356422.3356440,Revealing Travel Patterns from Dockless Bike-sharing Data Based on Tensor Decomposition,99659482760,Sixiang  Fei
10.1145/3356422.3356440,Revealing Travel Patterns from Dockless Bike-sharing Data Based on Tensor Decomposition,99659482636,Xiaoying  Shi
10.1145/3356422.3356439,Visual predictive modeling of incomplete time series panel data,99658765084,Hanbyul  Yeon
10.1145/3356422.3356439,Visual predictive modeling of incomplete time series panel data,99659482864,Mingyu  Pi
10.1145/3356422.3356439,Visual predictive modeling of incomplete time series panel data,99659483077,Hyesook  Son
10.1145/3356422.3356439,Visual predictive modeling of incomplete time series panel data,81372592812,Yun  Jang
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,99659291193,Rohan  Goel
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,99659290090,Samiha  Fadloun
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,99659290844,Sarah  Valentin
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,81375620314,Arnaud  Sallaberry
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,81384592979,Mathieu Roche
10.1145/3231622.3231624,EpidNews: An Epidemiological News Explorer for Monitoring Animal Diseases,81100236660,Pascal  Poncelet
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,99659291871,Humphrey O Obie
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,81490649118,Caslon  Chua
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,81440623086,Iman Avazpour
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,99659003381,Mohamed Almorsy Abdelrazek
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,81100261843,John C. Grundy
10.1145/3231622.3231626,PedaViz: Visualising Hour-Level Pedestrian Activity,81464670479,Tomasz P Bednarz
10.1145/3231622.3231627,BehaviorTracker: Visual Analytics of Customer Switching Behavior in O2O Market,99659289556,Yaru  Du
10.1145/3231622.3231627,BehaviorTracker: Visual Analytics of Customer Switching Behavior in O2O Market,81100220966,Changbo  Wang
10.1145/3231622.3231627,BehaviorTracker: Visual Analytics of Customer Switching Behavior in O2O Market,99658761360,Chenhui  Li
10.1145/3231622.3231627,BehaviorTracker: Visual Analytics of Customer Switching Behavior in O2O Market,99659290545,Hong  Yin
10.1145/3231622.3231628,Contrast Enhancement Based on Viewing Distance,99659493271,Liang  Zhou
10.1145/3231622.3231628,Contrast Enhancement Based on Viewing Distance,81100214723,Daniel  Weiskopf
10.1145/3231622.3231635,Challenges and Perspectives of Interacting with Hierarchy Visualizations on Large-Scale Displays,81331488994,Michael  Burch
10.1145/3231622.3231635,Challenges and Perspectives of Interacting with Hierarchy Visualizations on Large-Scale Displays,81490688158,Hansjörg  Schmauder
10.1145/3231622.3231637,Generating Tractable Designs by Transforming Shape Grammars to Graph Grammars,99659256604,Xiaoyu  Wang
10.1145/3231622.3231637,Generating Tractable Designs by Transforming Shape Grammars to Graph Grammars,99659194249,Yufeng  Liu
10.1145/3231622.3231637,Generating Tractable Designs by Transforming Shape Grammars to Graph Grammars,99658620368,Jie  Li
10.1145/3231622.3231637,Generating Tractable Designs by Transforming Shape Grammars to Graph Grammars,81350576955,K. Zhang
10.1145/3231622.3231638,"Interactive, Height-Based Filtering in 2.5D Treemaps",82458918757,Daniel Limberger
10.1145/3231622.3231638,"Interactive, Height-Based Filtering in 2.5D Treemaps",81375606710,Matthias  Trapp
10.1145/3231622.3231638,"Interactive, Height-Based Filtering in 2.5D Treemaps",81100019985,Jürgen  Döllner
10.1145/3231622.3231623,Automatic View Placement in 3D toward Hierarchical Non-Linear Presentations,99659291201,Daniil  Rodin
10.1145/3231622.3231623,Automatic View Placement in 3D toward Hierarchical Non-Linear Presentations,81100400502,Gershon  Elber
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,99659292007,Mehmood  Ghaffar
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,99659292087,Niklas  Biere
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,99659290368,Daniel  Jäger
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,81100141840,Karsten  Klein
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,81100087062,Falk  Schreiber
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,99659291490,Olaf  Kruse
10.1145/3231622.3231639,3D Modelling and Visualisation of Heterogeneous Cell Membranes in Blender,99658771476,Björn  Sommer
10.1145/3231622.3231630,Property-Driven Dynamic Call Graph Exploration,81331488994,Michael  Burch
10.1145/3231622.3231632,Upstream Visibility: A Multi-View Routing Visualization,99659289305,Luca  Marzialetti
10.1145/3231622.3231632,Upstream Visibility: A Multi-View Routing Visualization,99659290958,Massimo  Candela
10.1145/3231622.3231632,Upstream Visibility: A Multi-View Routing Visualization,81100464555,Giuseppe  Di Battista
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,81331488994,Michael  Burch
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659291294,Gerald  Baulig
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659292088,Tobias  Boley
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659290889,Arjana  Mehmeti
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659291964,Dina  Kurbanismailova
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659291329,Marc  Roswag
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659292148,Oliver  Streicher
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,99659289339,Steffen  Wittig
10.1145/3231622.3231633,IMDb Explorer: Visual Exploration of a Movie Database,81466647554,Uwe  Kloos
10.1145/3231622.3231625,Using an Augmented Reality Cube-Like Interface and 3D Gesture-Based Interaction to Navigate and Manipulate Data,99658638708,Nico  Reski
10.1145/3231622.3231625,Using an Augmented Reality Cube-Like Interface and 3D Gesture-Based Interaction to Navigate and Manipulate Data,81310502395,Aris  Alissandrakis
10.1145/3231622.3231641,Analysis of VINCI 2009-2017 Proceedings,81486656627,Kostiantyn Kucher
10.1145/3231622.3231641,Analysis of VINCI 2009-2017 Proceedings,99659192192,Rafael Messias Martins
10.1145/3231622.3231641,Analysis of VINCI 2009-2017 Proceedings,81100367883,Andreas Kerren
10.1145/3231622.3232505,Application of Interactive Computer-Assisted Argument Extraction to Opinionated Social Media Texts,81486656627,Kostiantyn Kucher
10.1145/3231622.3232505,Application of Interactive Computer-Assisted Argument Extraction to Opinionated Social Media Texts,81470654834,Maria  Skeppstedt
10.1145/3231622.3232505,Application of Interactive Computer-Assisted Argument Extraction to Opinionated Social Media Texts,81100367883,Andreas Kerren
10.1145/3231622.3232508,Diabetes Information in Social Media,99659291514,Alisa  Lincke
10.1145/3231622.3232508,Diabetes Information in Social Media,81100336369,Jenny  Lundberg
10.1145/3231622.3232508,Diabetes Information in Social Media,99659289733,Maria  Thunander
10.1145/3231622.3232508,Diabetes Information in Social Media,81100334854,Marcelo  Milrad
10.1145/3231622.3232508,Diabetes Information in Social Media,81100336369,Jenny  Lundberg
10.1145/3231622.3232508,Diabetes Information in Social Media,81472654517,Ilir Jusufi
10.1145/3231622.3232508,Diabetes Information in Social Media,81339515283,Jonas  Lundberg
10.1145/3231622.3232506,Visualizing Programming Session Timelines,81501663475,Daniel Toll
10.1145/3231622.3232506,Visualizing Programming Session Timelines,81442618410,Anna  Wingkvist
10.1145/3231622.3232504,ChOWDER: Dynamic Contents Sharing through Remote Tiled Display System,99659292129,Tomohiro  Kawanabe
10.1145/3231622.3232504,ChOWDER: Dynamic Contents Sharing through Remote Tiled Display System,81100125090,Jorji  Nonaka
10.1145/3231622.3232504,ChOWDER: Dynamic Contents Sharing through Remote Tiled Display System,81100261727,Kenji  Ono
10.1145/3231622.3231634,Data Modeling and Analysis on Fashion Evolution,99659291920,Tu  Xing
10.1145/3231622.3231636,Information Visualization and Design,99659290153,Anna Sara Fagerholm
10.1145/3231622.3231636,Information Visualization and Design,81496672621,Mattias  Andersson
10.1145/3231622.3231629,Visual Notifier: A Timeline-Based Visualization for Notifications from Several Environments,81331488994,Michael  Burch
10.1145/3231622.3231640,Towards Uncertainty Visualization in Smart Production Environments,81482662429,Björn  Zimmer
10.1145/3231622.3231640,Towards Uncertainty Visualization in Smart Production Environments,99659185142,Jan  Zenisek
10.1145/3231622.3231640,Towards Uncertainty Visualization in Smart Production Environments,81361609796,Hans-Christian Jetter
10.1145/3231622.3232507,Improved Exploration with Dimensional Weight Manipulation in RadViz,99658768907,Hyunwoo  Han
10.1145/3231622.3232507,Improved Exploration with Dimensional Weight Manipulation in RadViz,99659290729,Taerin  Yoon
10.1145/3231622.3232507,Improved Exploration with Dimensional Weight Manipulation in RadViz,99659288906,Hyeonsik  Gong
10.1145/3231622.3232507,Improved Exploration with Dimensional Weight Manipulation in RadViz,81458652821,Kyungwon  Lee
10.1145/3105971.3105972,Visualizing uncertainty in flow diagrams: a case study in product costing,99659194221,Zana  Vosough
10.1145/3105971.3105972,Visualizing uncertainty in flow diagrams: a case study in product costing,81479656070,Dietrich Kammer
10.1145/3105971.3105972,Visualizing uncertainty in flow diagrams: a case study in product costing,81479645196,Mandy  Keck
10.1145/3105971.3105972,Visualizing uncertainty in flow diagrams: a case study in product costing,81372593345,Rainer  Groh
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,81549260756,Fangfang  Zhou
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,99659194235,Minghui  Chen
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,99659194186,Zeyu  Wang
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,99659194127,Feng  Luo
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,99659194176,Xiaobo  Luo
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,99659194273,Wei  Huang
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,81490680300,Yi  Chen
10.1145/3105971.3105980,A radviz-based visualization for understanding fuzzy clustering results,81549278756,Ying  Zhao
10.1145/3105971.3105983,Partial precedence of context-sensitive graph grammars,99659194214,Yang  Zou
10.1145/3105971.3105983,Partial precedence of context-sensitive graph grammars,81319505316,Xiaoqin  Zeng
10.1145/3105971.3105983,Partial precedence of context-sensitive graph grammars,99659194249,Yufeng  Liu
10.1145/3105971.3105983,Partial precedence of context-sensitive graph grammars,81548020271,Huiyi  Liu
10.1145/3105971.3105986,An application of optimization method for storyline based on cluster analysis,81549102456,Yuhua  Liu
10.1145/3105971.3105986,An application of optimization method for storyline based on cluster analysis,99659194118,Hanfei Lin
10.1145/3105971.3105986,An application of optimization method for storyline based on cluster analysis,99659194271,Yitao  Liang
10.1145/3105971.3105986,An application of optimization method for storyline based on cluster analysis,81100220966,Changbo  Wang
10.1145/3105971.3105975,Personal visual analytics for android security risk lifelog,99658989829,Sangbong  Yoo
10.1145/3105971.3105975,Personal visual analytics for android security risk lifelog,99658730770,Hongryeol  Ryu
10.1145/3105971.3105975,Personal visual analytics for android security risk lifelog,99658765084,Hanbyul  Yeon
10.1145/3105971.3105975,Personal visual analytics for android security risk lifelog,81451594353,Taekyoung ‘Taekyoung’ Kwon
10.1145/3105971.3105975,Personal visual analytics for android security risk lifelog,81372592812,Yun  Jang
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,99659194260,Nils  Rodrigues
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,81558361656,Rudolf  Netzel
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,99659194145,Kazi Riaz Ullah
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,81331488994,Michael  Burch
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,99659194188,Alexander  Schultz
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,81440598602,Bruno  Burger
10.1145/3105971.3105982,Visualization of time series data with spatial context: communicating the energy production of power plants,81548014780,Daniel  Weiskopf
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,81500651305,Kumaripaba  Athukorala
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,81548012985,Luana  Micallef
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,83058808757,Chao  An
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,84459914957,Aki  Reijonen
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,81100125974,Jaakko  Peltonen
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,81339525898,Tuukka  Ruotsalo
10.1145/3105971.3105981,Visualizing activity traces to support collaborative literature searching,81100644548,Giulio Iacucci
10.1145/3105971.3105984,Visual support for rastering of unequally spaced time series,99659194168,Christian  Bors
10.1145/3105971.3105984,Visual support for rastering of unequally spaced time series,81474695092,Markus  Bögl
10.1145/3105971.3105984,Visual support for rastering of unequally spaced time series,81375620061,Theresia Gschwandtner
10.1145/3105971.3105984,Visual support for rastering of unequally spaced time series,81100255622,Silvia  Miksch
10.1145/3105971.3105987,Visual considerations of relative trajectory models of moving objects,81100517120,Kazuo Misue
10.1145/3105971.3105987,Visual considerations of relative trajectory models of moving objects,99659194175,Kosuke  Otake
10.1145/3105971.3105987,Visual considerations of relative trajectory models of moving objects,99659194114,Takahiro  Saito
10.1145/3105971.3105990,Anamorphic fluid: exploring spatial organization and movements of images in a simulated fluid environment,99659820717,Jieliang  Luo
10.1145/3105971.3105990,Anamorphic fluid: exploring spatial organization and movements of images in a simulated fluid environment,84460132057,Donghao  Ren
10.1145/3105971.3105990,Anamorphic fluid: exploring spatial organization and movements of images in a simulated fluid environment,81320492170,George  Legrady
10.1145/3105971.3108443,Using sunflower metaphor to reduce clutter of scatterplot,99659194233,Congmin  Li
10.1145/3105971.3108443,Using sunflower metaphor to reduce clutter of scatterplot,99658620368,Jie  Li
10.1145/3105971.3108447,Visualizing thai stock performance using parallel coordinates,99659194283,Boyi  Li
10.1145/3105971.3108447,Visualizing thai stock performance using parallel coordinates,99659194157,Amontep  Wijitcharoen
10.1145/3105971.3108447,Visualizing thai stock performance using parallel coordinates,81413599918,Jonathan Hoyin Chan
10.1145/3105971.3108450,Visual clustering-based apriori ARM methodology for obtaining quality association rules,81339499259,Simon James Fong
10.1145/3105971.3108450,Visual clustering-based apriori ARM methodology for obtaining quality association rules,81100203521,Robert P. Biuk-Aghai
10.1145/3105971.3108450,Visual clustering-based apriori ARM methodology for obtaining quality association rules,99659194248,Scarlet  Tin
10.1145/3105971.3108444,Towards a design generation methodology,81350576955,K. Zhang
10.1145/3105971.3108444,Towards a design generation methodology,99659194158,Yihang  Bo
10.1145/3105971.3108444,Towards a design generation methodology,99659194162,Yi  Yang
10.1145/3105971.3108442,Visual analysis of driving styles from vehicle experiment data,99659194208,Xianglei  Zhu
10.1145/3105971.3108442,Visual analysis of driving styles from vehicle experiment data,99659194272,Shuai  Zhao
10.1145/3105971.3108442,Visual analysis of driving styles from vehicle experiment data,99659194136,Quan  Wen
10.1145/3105971.3108442,Visual analysis of driving styles from vehicle experiment data,99658620368,Jie  Li
10.1145/3105971.3108445,Data-driven dementia diagnosis record visualization system,84459002557,Wenjun  Guo
